timestamp,value
1766149792380806821,1
1766149792817320536,1
1766149792981422442,1
1766149793281609274,1
1766149793583557167,1
1766149793884522162,1
1766149794181921096,1
1766149794482200662,1
1766149794782615474,1
1766149795081290094,1
1766149795381355443,1
1766149795681330826,1
1766149795981827469,1
1766149796283986191,1
1766149796581793115,1
1766149796882072635,1
1766149797182708141,1
1766149797480459553,1
1766149797782640490,1
1766149798081511006,1
1766149798382085883,1
1766149798684390405,1
1766149798982346210,1
1766149799280535391,1
1766149799581519247,1
1766149799883815427,1
1766149800183719759,1
1766149800483036140,1
1766149800782202077,1
1766149801082859844,1
1766149801382896560,1
1766149801681506860,1
1766149801982469483,1
1766149802283050415,1
1766149802582904162,1
1766149802881310091,1
1766149803182318349,1
1766149803482449873,1
1766149803783533538,1
1766149804083172813,1
1766149804382653682,1
1766149804683400245,1
1766149804983860532,1
1766149805284174610,1
1766149805584171091,1
1766149805883623055,1
1766149806182833146,1
1766149806483029818,1
1766149806782904426,1
1766149807082703032,1
1766149807382144136,1
