timestamp,value
1766148553082133678,1
1766148553382677867,1
1766148553684321786,1
1766148553984765398,1
1766148554285382587,1
1766148554583003000,1
1766148554882491010,1
1766148555187976931,1
1766148555490226041,1
1766148555787657567,1
1766148556081681351,1
1766148556386258396,1
1766148556683105199,1
1766148556984764902,1
1766148557282327749,1
1766148557583921590,1
1766148557882465935,1
1766148558184164307,1
1766148558482929379,1
1766148558782987087,1
1766148559082115746,1
1766148559385766978,1
1766148559682620859,1
1766148559984670690,1
1766148560283399347,1
1766148560585065067,1
1766148560888025221,1
1766148561182469023,1
1766148561482713269,1
1766148561782597893,1
1766148562084061148,1
1766148562383353591,1
1766148562685157066,1
1766148562984002939,1
1766148563287456655,1
1766148563583701606,1
1766148563882692197,1
1766148564184708711,1
1766148564482278371,1
1766148564783619173,1
1766148565084276575,1
1766148565382336317,1
1766148565682706230,1
1766148565985859603,1
1766148566284059063,1
1766148566582384872,1
1766148566884395225,1
1766148567183851233,1
1766148567484538877,1
1766148567789285030,1
1766148568088803870,1
1766148568383788795,1
1766148568683061517,1
1766148568984097321,1
1766148569283965724,1
1766148569588275783,1
1766148569882273259,1
1766148570189358284,1
1766148570482362720,1
1766148570784347021,1
1766148571089482478,1
1766148571388492803,1
1766148571687471032,1
1766148571983718402,1
1766148572282391506,1
1766148572586368990,1
1766148572882543698,1
1766148573181852484,1
1766148573485458269,1
1766148573782640774,1
1766148574084963216,1
1766148574384948893,1
1766148574683900484,1
1766148574983369099,1
1766148575284713740,1
1766148575582765949,1
1766148575883411260,1
1766148576183316416,1
1766148576484691083,1
1766148576784433220,1
1766148577084354718,1
1766148577387538281,1
1766148577685742578,1
1766148577983346730,1
1766148578285037852,1
1766148578588799714,1
1766148578884368078,1
1766148579182147641,1
1766148579487718444,1
1766148579786826022,1
1766148580083434400,1
1766148580385782346,1
1766148580684429721,1
