timestamp,value
1766149163879974707,1
1766149164180151106,1
1766149164480395565,1
1766149164780001961,1
1766149165081104260,1
1766149165381174458,1
1766149165682326049,1
1766149165980460765,1
1766149166282799268,1
1766149166580733635,1
1766149166880158225,1
1766149167182533377,1
1766149167482170037,1
1766149167781410333,1
1766149168084025468,1
1766149168383804855,1
1766149168683790935,1
1766149168981754814,1
1766149169283436496,1
1766149169582887302,1
1766149169884816767,1
1766149170183095781,1
1766149170483491808,1
1766149170782055901,1
1766149171082658085,1
1766149171380202108,1
1766149171680329930,1
1766149171981611631,1
1766149172281674868,1
1766149172581832530,1
1766149172881558547,1
1766149173180345465,1
1766149173483556635,1
1766149173783575221,1
1766149174082201928,1
1766149174383033076,1
1766149174683276895,1
1766149174982778423,1
1766149175283845741,1
1766149175581831231,1
1766149175882823591,1
1766149176182462803,1
1766149176483019558,1
1766149176782851116,1
1766149177082388200,1
1766149177383969783,1
1766149177683122300,1
1766149177984374447,1
1766149178281900250,1
1766149178583733621,1
1766149178884286873,1
1766149179182289922,1
1766149179483898281,1
1766149179783743737,1
1766149180083631809,1
1766149180383116606,1
1766149180683926859,1
1766149180982819907,1
1766149181283071216,1
1766149181583359817,1
1766149181882410288,1
1766149182183634603,1
1766149182483205659,1
1766149182784433538,1
1766149183082376569,1
