timestamp,value
1766149893482871297,1
1766149893782123023,1
1766149894083000447,1
1766149894384426483,1
1766149894682648636,1
1766149894983416216,1
1766149895285484360,1
1766149895584369888,1
1766149895883822482,1
1766149896183028264,1
1766149896484020396,1
1766149896782267787,1
1766149897084097687,1
1766149897382309309,1
1766149897682039219,1
1766149897983873119,1
1766149898281845744,1
1766149898584960481,1
1766149898880747811,1
1766149899180893910,1
1766149899485234093,1
1766149899782161861,1
1766149900083860906,1
1766149900385807023,1
1766149900682175909,1
1766149900982794682,1
1766149901280809889,1
1766149901583582364,1
1766149901883093626,1
1766149902182886445,1
1766149902482196478,1
1766149902782672868,1
1766149903082603638,1
1766149903384480129,1
1766149903681351814,1
1766149903987118046,1
1766149904282169411,1
1766149904583538134,1
1766149904885137647,1
1766149905184868632,1
1766149905482055642,1
1766149905781263625,1
1766149906082502378,1
1766149906383992515,1
1766149906684493470,1
1766149906985915329,1
1766149907284434981,1
1766149907584798922,1
1766149907884972173,1
1766149908183659134,1
1766149908483631227,1
1766149908783842782,1
1766149909085136172,1
1766149909385221774,1
1766149909682907869,1
1766149909983849186,1
1766149910283718205,1
1766149910584229493,1
1766149910880771192,1
1766149911183959623,1
1766149911484142448,1
1766149911784111546,1
1766149912084685197,1
1766149912384078677,1
1766149912684104300,1
1766149912983810086,1
1766149913282916741,1
1766149913581939924,1
1766149913882637375,1
1766149914182687861,1
1766149914485406244,1
1766149914782999881,1
1766149915084788131,1
1766149915380844370,1
1766149915683950015,1
1766149915980336533,1
1766149916281433630,1
1766149916584326939,1
1766149916881797912,1
1766149917182350261,1
1766149917481174599,1
1766149917781408599,1
1766149918084918453,1
1766149918381135830,1
1766149918683581769,1
1766149918986102947,1
