timestamp,value
1766144461812951439,1
1766144462111080514,1
1766144462410736991,1
1766144462713508175,1
1766144463011185280,1
1766144463315984128,1
1766144463615232261,1
1766144463914409025,1
1766144464217056161,1
1766144464520865962,1
1766144464816260699,1
1766144465110827772,1
1766144465417910405,1
1766144465712584817,1
1766144466010752158,1
1766144466313397042,1
1766144466610716375,1
1766144466918251227,1
1766144467211083562,1
1766144467511671772,1
1766144467814466345,1
1766144468116117005,1
1766144468412319849,1
1766144468715907871,1
1766144469012085064,1
1766144469310941844,1
1766144469616248026,1
1766144469914478792,1
1766144470216953757,1
1766144470512621943,1
1766144470812993910,1
1766144471111145847,1
1766144471419691816,1
1766144471713248953,1
1766144472015098806,1
1766144472318242503,1
1766144472621318409,1
1766144472915876490,1
1766144473211030405,1
1766144473512637729,1
1766144473812206247,1
1766144474112837128,1
1766144474421286937,1
1766144474714753778,1
1766144475015506662,1
1766144475315856787,1
1766144475615423561,1
1766144475915864971,1
1766144476213988198,1
1766144476512297663,1
1766144476811232680,1
1766144477118906470,1
1766144477412805886,1
1766144477713259670,1
1766144478010653666,1
1766144478315667179,1
1766144478611675132,1
1766144478916563586,1
1766144479215033614,1
1766144479514180095,1
1766144479814987411,1
1766144480111957346,1
1766144480418148982,1
1766144480713970476,1
1766144481018078043,1
1766144481312478431,1
1766144481618906172,1
1766144481914302963,1
1766144482214388684,1
1766144482513933220,1
1766144482817993534,1
1766144483115853986,1
1766144483419233999,1
1766144483712377285,1
1766144484010816409,1
1766144484318081338,1
1766144484616138634,1
1766144484913498583,1
1766144485214344983,1
1766144485511176528,1
1766144485813601507,1
1766144486114291398,1
1766144486416495355,1
1766144486713856172,1
1766144487014661026,1
1766144487313078415,1
1766144487616000434,1
1766144487919878879,1
1766144488214386690,1
1766144488519119961,1
1766144488813559976,1
