timestamp,value
1766149974481155169,1
1766149974900177998,1
1766149975081059924,1
1766149975381807071,1
1766149975684858146,1
1766149975982286377,1
1766149976281916863,1
1766149976582727158,1
1766149976882917549,1
1766149977182480142,1
1766149977484781880,1
1766149977785121275,1
1766149978085966071,1
1766149978383005341,1
1766149978683370239,1
1766149978986075391,1
1766149979281964536,1
1766149979581775272,1
1766149979881847579,1
1766149980183494673,1
1766149980485959316,1
1766149980783021155,1
1766149981083947558,1
1766149981385841663,1
1766149981683506615,1
1766149981982695245,1
1766149982285039343,1
1766149982585813593,1
1766149982884505298,1
1766149983183398934,1
1766149983484341275,1
1766149983781693917,1
1766149984081787812,1
1766149984382604960,1
1766149984683621161,1
1766149984986128658,1
1766149985282559638,1
1766149985586865836,1
1766149985885384225,1
1766149986189047444,1
1766149986485172507,1
1766149986784579567,1
1766149987084918595,1
1766149987382218208,1
1766149987682033376,1
1766149987981553338,1
1766149988283074155,1
1766149988582664682,1
1766149988882041994,1
1766149989181999161,1
1766149989483986917,1
1766149989785095260,1
1766149990082475409,1
1766149990384720843,1
1766149990682008745,1
1766149990985108603,1
1766149991283169276,1
1766149991585667023,1
1766149991885611563,1
1766149992190873775,1
1766149992481520058,1
1766149992785414811,1
1766149993083836113,1
1766149993387026951,1
1766149993683451430,1
1766149993982873419,1
1766149994288172326,1
1766149994585969965,1
1766149994883085665,1
1766149995186303407,1
1766149995483101021,1
1766149995781943219,1
1766149996081900022,1
1766149996383567617,1
1766149996685253800,1
1766149996984534686,1
1766149997282410265,1
1766149997585207406,1
1766149997883710875,1
1766149998184784606,1
1766149998485026642,1
1766149998781910273,1
1766149999082198099,1
1766149999386861844,1
1766149999683519068,1
