timestamp,value
1766148147182927566,1
1766148147483130139,1
1766148147782117266,1
1766148148083092543,1
1766148148381915441,1
1766148148682997909,1
1766148148980843314,1
1766148149281669704,1
1766148149583164196,1
1766148149881757539,1
1766148150182840808,1
1766148150482311844,1
1766148150781031893,1
1766148151081846536,1
1766148151380316401,1
1766148151682067054,1
1766148151981621125,1
1766148152283459718,1
1766148152581221179,1
1766148152883268700,1
1766148153182194827,1
1766148153481943556,1
1766148153783943679,1
1766148154082182775,1
1766148154383215182,1
1766148154683721165,1
1766148154982063704,1
1766148155281711022,1
1766148155581371312,1
1766148155882573510,1
1766148156182452505,1
1766148156481284238,1
1766148156783006946,1
1766148157079927289,1
1766148157380116624,1
1766148157682044824,1
1766148157982522542,1
1766148158280885563,1
1766148158581710287,1
1766148158880698455,1
1766148159181039851,1
1766148159481523546,1
1766148159781211540,1
1766148160082706629,1
1766148160383494071,1
1766148160682521437,1
1766148160982352841,1
1766148161281002166,1
1766148161581461715,1
1766148161882087570,1
1766148162181986871,1
1766148162480150381,1
1766148162782966853,1
1766148163081978138,1
1766148163383242136,1
1766148163682439217,1
1766148163982263281,1
1766148164281021750,1
1766148164581905899,1
1766148164881845035,1
