timestamp,value
1766149345981391386,1
1766149346280697874,1
1766149346580630712,1
1766149346880499038,1
1766149347180222457,1
1766149347482200622,1
1766149347781646703,1
1766149348082171013,1
1766149348382544260,1
1766149348681805499,1
1766149348981573783,1
1766149349281295141,1
1766149349580592559,1
1766149349880910152,1
1766149350182815915,1
1766149350481026457,1
1766149350781287463,1
1766149351080230529,1
1766149351380887811,1
1766149351680930863,1
1766149351980828723,1
1766149352281484538,1
1766149352580964167,1
1766149352880185481,1
1766149353180914653,1
1766149353481352176,1
1766149353781940253,1
1766149354080163245,1
1766149354382843700,1
1766149354680266228,1
1766149354982089053,1
1766149355282050380,1
1766149355581579046,1
1766149355881141306,1
1766149356181992272,1
1766149356482018912,1
1766149356780146516,1
1766149357081224811,1
1766149357382493209,1
1766149357681658469,1
1766149357981178587,1
1766149358280793391,1
1766149358580691979,1
1766149358882101469,1
1766149359181568233,1
1766149359480190939,1
1766149359780644066,1
1766149360080842760,1
1766149360381769881,1
1766149360680790398,1
1766149360980723107,1
1766149361282147728,1
1766149361581519123,1
1766149361880394407,1
1766149362182198623,1
1766149362481062251,1
1766149362782403304,1
1766149363082258706,1
1766149363384331007,1
1766149363682040709,1
1766149363982189454,1
1766149364282666905,1
1766149364581781689,1
1766149364882408031,1
1766149365181622488,1
1766149365482781399,1
1766149365782063709,1
1766149366080731884,1
1766149366380824455,1
1766149366680917459,1
1766149366980711553,1
1766149367281945241,1
1766149367582171087,1
1766149367880563330,1
1766149368184440051,1
1766149368481855592,1
1766149368783636904,1
1766149369082964538,1
1766149369383338115,1
1766149369681723501,1
1766149369981655610,1
1766149370281838762,1
1766149370582092415,1
1766149370881882582,1
1766149371181457949,1
