timestamp,value
1766147749985849946,1
1766147750284334859,1
1766147750585813917,1
1766147750883674987,1
1766147751184182267,1
1766147751482291287,1
1766147751786132495,1
1766147752085845950,1
1766147752385063674,1
1766147752684699387,1
1766147752982653757,1
1766147753283213137,1
1766147753585942395,1
1766147753885887051,1
1766147754182054462,1
1766147754486431295,1
1766147754782768630,1
1766147755083001178,1
1766147755389995125,1
1766147755685225313,1
1766147755981944966,1
1766147756285133074,1
1766147756583653676,1
1766147756885813000,1
1766147757185882363,1
1766147757485701715,1
1766147757789885217,1
1766147758086470207,1
1766147758385845824,1
1766147758685228559,1
1766147758984044145,1
1766147759285354251,1
1766147759584683377,1
1766147759885094781,1
1766147760188773371,1
1766147760485244026,1
1766147760784307327,1
1766147761086177807,1
1766147761385855583,1
1766147761682437496,1
1766147761985961317,1
1766147762282516845,1
1766147762585437650,1
1766147762888433478,1
1766147763183359101,1
1766147763485138384,1
1766147763783451424,1
1766147764085442804,1
1766147764382367121,1
1766147764683159947,1
1766147764988625217,1
1766147765284957211,1
1766147765584312296,1
1766147765884817089,1
1766147766182719993,1
1766147766485249727,1
1766147766788045115,1
1766147767082994823,1
1766147767380652032,1
1766147767683920775,1
1766147767982643365,1
1766147768284970137,1
1766147768582706097,1
1766147768884379878,1
1766147769186029840,1
1766147769485592529,1
1766147769782250149,1
1766147770082632913,1
1766147770385136183,1
1766147770683681248,1
1766147770985390712,1
1766147771285428413,1
1766147771584676420,1
1766147771886137313,1
1766147772185486651,1
1766147772483329319,1
1766147772785422048,1
1766147773085033867,1
1766147773383934739,1
