timestamp,value
1766146792695977622,2
1766146792994327099,2
1766146793296271160,2
1766146793597212390,2
1766146793895968207,2
1766146794196005060,2
1766146794495377716,2
1766146794795940750,2
1766146795095326012,2
1766146795396502593,2
1766146795695669033,2
1766146795995851046,2
1766146796295691384,2
1766146796596197580,2
1766146796895900985,2
1766146797194133494,2
1766146797497944350,2
1766146797798606980,2
1766146798095715152,2
1766146798395784651,2
1766146798695889347,2
1766146798998155019,2
1766146799295614856,2
1766146799595517895,2
1766146799897018162,2
1766146800195889323,2
1766146800498321826,2
1766146800795741314,2
1766146801098277137,2
1766146801399162279,2
1766146801695584649,2
1766146801995528941,2
1766146802295917456,2
1766146802597636543,2
1766146802903724391,2
1766146803198962448,2
1766146803497570384,2
1766146803797965218,2
1766146804094364040,2
1766146804395445649,2
1766146804702643357,2
1766146804997308500,2
1766146805299370837,2
1766146805599007729,2
1766146805895116751,2
1766146806198045330,2
1766146806496305611,2
1766146806795188422,2
1766146807095428786,2
1766146807394989653,2
1766146807697198045,2
1766146807996036012,2
1766146808295901472,2
1766146808595643733,2
1766146808896175279,2
1766146809195868999,2
1766146809497315116,2
1766146809795681356,2
1766146810098402824,2
1766146810395629339,2
1766146810701389526,2
1766146810999153727,2
1766146811295427345,2
1766146811597861446,2
1766146811895463486,2
1766146812198132435,2
1766146812497203636,2
1766146812794638591,2
1766146813095170379,2
1766146813403598631,2
