timestamp,x,y,theta,radius
1766149686930391980,1.722000002861023,1.9329999685287476,-4.327325820922852,1.100000023841858
1766149687430856703,1.7380000352859497,1.9490000009536743,-4.329506874084473,1.100000023841858
1766149687930202914,1.7430000305175781,1.9470000267028809,-4.33168888092041,1.100000023841858
1766149688429711796,1.7430000305175781,1.9500000476837158,-4.33168888092041,1.100000023841858
1766149688930649818,1.7519999742507935,1.9529999494552612,-4.32841682434082,1.100000023841858
1766149689429455382,1.753999948501587,1.9600000381469727,-4.33168888092041,1.100000023841858
1766149689929542222,1.7389999628067017,1.9579999446868896,-4.333870887756348,1.100000023841858
1766149690435294934,1.7450000047683716,1.972000002861023,-4.345870018005371,1.100000023841858
1766149690929897349,1.7430000305175781,1.9809999465942383,-4.345870018005371,1.100000023841858
1766149691429625577,1.7139999866485596,1.9550000429153442,-4.348051071166992,1.100000023841858
1766149691929845429,1.7319999933242798,1.9620000123977661,-4.348051071166992,1.100000023841858
1766149692429586845,1.7239999771118164,1.9579999446868896,-4.348051071166992,1.100000023841858
1766149692930292721,1.7259999513626099,1.9490000009536743,-4.356778144836426,1.100000023841858
1766149693430073651,1.7580000162124634,1.9830000400543213,-4.354596138000488,1.100000023841858
1766149693929590123,1.812000036239624,2.005000114440918,-4.355687141418457,1.100000023841858
1766149694429504584,1.8660000562667847,2.062000036239624,-4.355687141418457,1.100000023841858
1766149694929844980,1.9110000133514404,2.1019999980926514,-4.3578691482543945,1.100000023841858
1766149695429795235,1.9229999780654907,2.115000009536743,-4.358960151672363,1.100000023841858
1766149695929552013,1.8509999513626099,2.069999933242798,-4.361141204833984,1.100000023841858
1766149696429916375,1.8600000143051147,2.065999984741211,-4.362232208251953,1.100000023841858
1766149696929771905,1.8589999675750732,2.063999891281128,-4.361141204833984,1.100000023841858
1766149697429851116,1.809000015258789,2.0179998874664307,-4.363323211669922,1.100000023841858
1766149697929658446,1.7580000162124634,1.937000036239624,-4.378594875335693,1.100000023841858
1766149698429667200,1.718999981880188,1.871000051498413,-4.363323211669922,1.100000023841858
1766149698930550777,1.7330000400543213,1.8600000143051147,-4.3851399421691895,1.100000023841858
1766149699429694992,1.774999976158142,1.8580000400543213,-4.388411998748779,1.100000023841858
1766149699929902094,1.8200000524520874,1.8860000371932983,-4.400411128997803,1.100000023841858
1766149700430205818,1.8309999704360962,1.8930000066757202,-4.428772926330566,1.100000023841858
1766149700930094995,1.7899999618530273,1.8680000305175781,-4.442954063415527,1.100000023841858
1766149701429794545,1.8209999799728394,1.8969999551773071,-4.442954063415527,1.100000023841858
1766149701930232509,1.8650000095367432,1.937999963760376,-4.434226989746094,1.100000023841858
1766149702429915296,1.8589999675750732,1.9759999513626099,-4.42549991607666,1.100000023841858
1766149702930008097,1.8849999904632568,2.0350000858306885,-4.418954849243164,1.100000023841858
1766149703429853398,1.8569999933242798,1.9160000085830688,-4.415682792663574,1.100000023841858
1766149703929951054,1.8370000123977661,1.9240000247955322,-4.373140811920166,1.100000023841858
1766149704429901573,1.8819999694824219,1.9279999732971191,-4.392776012420654,1.100000023841858
1766149704930115304,1.88100004196167,1.8930000066757202,-4.413500785827637,1.100000023841858
1766149705430295962,1.815999984741211,1.878000020980835,-4.439681053161621,1.100000023841858
1766149705929978032,1.8040000200271606,1.8600000143051147,-4.4647698402404785,1.100000023841858
1766149706430831003,1.809000015258789,1.815000057220459,0.0,1.100000023841858
1766149706930262798,1.8359999656677246,1.7510000467300415,-4.424409866333008,1.100000023841858
1766149707430155575,1.847000002861023,1.725000023841858,-4.410229206085205,1.100000023841858
1766149707930759415,1.8389999866485596,1.75,-4.358960151672363,1.100000023841858
1766149708430370281,1.819000005722046,1.8320000171661377,0.0,1.100000023841858
1766149708933112113,1.805999994277954,1.8600000143051147,0.0,1.100000023841858
1766149709430202526,1.781999945640564,1.9140000343322754,-4.320781230926514,1.100000023841858
1766149709930084885,1.7710000276565552,1.9429999589920044,-4.332779884338379,1.100000023841858
1766149710430029944,1.7690000534057617,1.9600000381469727,-4.329506874084473,1.100000023841858
1766149710930136336,1.7699999809265137,1.9789999723434448,-4.351324081420898,1.100000023841858
1766149711430189856,1.7680000066757202,1.9889999628067017,-4.360051155090332,1.100000023841858
1766149711930097066,1.7660000324249268,1.99399995803833,-4.365505218505859,1.100000023841858
1766149712430194573,1.7549999952316284,1.9869999885559082,-4.365505218505859,1.100000023841858
1766149712932017802,1.7580000162124634,1.965000033378601,-4.42222785949707,1.100000023841858
1766149713430299185,1.7610000371932983,1.9479999542236328,-4.445135116577148,1.100000023841858
1766149713930211999,1.7589999437332153,1.9299999475479126,-4.42549991607666,1.100000023841858
