timestamp,value
1766147619480237337,2
1766147619780373622,2
1766147620081169650,2
1766147620380033117,2
1766147620680253665,2
1766147620980530567,2
1766147621280604517,2
1766147621580864952,2
1766147621880879114,2
1766147622180887003,2
1766147622480914499,2
1766147622780697548,2
1766147623080822309,2
1766147623380280545,2
1766147623680119048,2
1766147623979935866,2
1766147624279994449,2
1766147624581317904,2
1766147624882194064,2
1766147625179972802,2
1766147625480417919,2
1766147625783088321,2
1766147626080846629,2
1766147626381597607,2
1766147626680925498,2
1766147626980669347,2
1766147627280318295,2
1766147627580162393,2
1766147627880489810,2
1766147628180050063,2
1766147628481396559,2
1766147628783162979,2
1766147629080395667,2
1766147629381155670,2
1766147629680713069,2
1766147629981214288,2
1766147630280976754,2
1766147630581374341,2
1766147630880085705,2
1766147631181221396,2
1766147631480574463,2
1766147631782299615,2
1766147632080336632,2
1766147632380652424,2
1766147632682007447,2
1766147632980005830,2
1766147633280566654,2
1766147633580449410,2
1766147633880803467,2
1766147634180134804,2
1766147634480396111,2
1766147634780628783,2
1766147635080259373,2
1766147635380179695,2
1766147635679936150,2
1766147635980673171,2
1766147636280067170,2
1766147636579956470,2
1766147636880809591,2
1766147637179901355,2
1766147637479935470,2
1766147637780486909,2
1766147638080970461,2
1766147638381026942,2
1766147638681895001,2
1766147638980897443,2
1766147639280687492,2
1766147639581033949,2
1766147639880427516,2
1766147640180087933,2
1766147640480669392,2
1766147640781040121,2
1766147641079990188,2
1766147641380537133,2
1766147641682042481,2
1766147641980361708,2
1766147642280617398,2
1766147642582429382,2
1766147642880519151,2
1766147643181561071,2
1766147643480285407,2
1766147643780052362,2
1766147644080320457,2
1766147644381055500,2
1766147644680014178,2
1766147644980459777,2
1766147645281082338,2
1766147645579978114,2
1766147645880035780,2
1766147646180036446,2
1766147646479957659,2
1766147646779844923,2
1766147647080460701,2
1766147647380205865,2
1766147647681027513,2
1766147647980656956,2
1766147648280324359,2
1766147648580211429,2
1766147648880860535,2
1766147649180269427,2
1766147649481346924,2
1766147649780382665,2
1766147650079985965,2
1766147650379932927,2
1766147650679894948,2
1766147650979960480,2
1766147651279778334,2
1766147651579816009,2
1766147651879825016,2
1766147652179798327,2
1766147652479906684,2
1766147652779857255,2
1766147653079817598,2
1766147653379838933,2
1766147653679916711,2
1766147653981004088,2
1766147654280066547,2
1766147654580093422,2
1766147654880514956,2
1766147655181152290,2
1766147655481095317,2
1766147655780632547,2
1766147656079924192,2
1766147656380633505,2
1766147656680331099,2
1766147656979947795,2
1766147657280128714,2
1766147657579930579,2
