timestamp,value
1766149260784338846,1
1766149261084158409,1
1766149261385369378,1
1766149261682134226,1
1766149261984318932,1
1766149262282524627,1
1766149262585215974,1
1766149262883583425,1
1766149263182225674,1
1766149263484496419,1
1766149263782102623,1
1766149264083278036,1
1766149264384698572,1
1766149264689658820,1
1766149264986522596,1
1766149265283328358,1
1766149265583168292,1
1766149265884881726,1
1766149266184989186,1
1766149266481942173,1
1766149266784543535,1
1766149267085024675,1
1766149267383719135,1
1766149267682498495,1
1766149267986953287,1
1766149268284007482,1
1766149268585172694,1
1766149268884016743,1
1766149269186880316,1
1766149269482008243,1
1766149269785463182,1
1766149270083074442,1
1766149270387938594,1
1766149270685487315,1
1766149270985698479,1
1766149271283076565,1
1766149271583177683,1
1766149271882115455,1
1766149272182404166,1
1766149272482444481,1
1766149272783065568,1
1766149273082199224,1
1766149273383239791,1
1766149273682771423,1
1766149273982967331,1
1766149274284481023,1
1766149274584928247,1
1766149274882164596,1
1766149275181294817,1
1766149275483818331,1
1766149275787684950,1
1766149276082347698,1
1766149276384592816,1
1766149276684967377,1
1766149276982933352,1
1766149277284537430,1
1766149277583508271,1
1766149277882563178,1
1766149278182266551,1
1766149278482964961,1
1766149278784959723,1
1766149279081669753,1
1766149279382922887,1
1766149279682471179,1
1766149279979960757,1
1766149280282192948,1
1766149280582841914,1
1766149280883048875,1
1766149281182952960,1
1766149281481910611,1
1766149281783365416,1
1766149282083348083,1
1766149282380997543,1
1766149282679926777,1
1766149282981612841,1
