timestamp,x,y,theta,radius
1766149558424794523,1.652999997138977,2.259000062942505,-2.869976043701172,1.5
1766149558925438518,1.6670000553131104,2.2260000705718994,-2.8710670471191406,1.5
1766149559425424829,1.6349999904632568,2.255000114440918,-2.876521110534668,1.5
1766149559925464090,1.5829999446868896,2.3440001010894775,-2.8808839321136475,1.5
1766149560424968203,1.5440000295639038,2.375999927520752,-2.883065938949585,1.5
1766149560924846862,1.5,2.430999994277954,-2.8797929286956787,1.5
1766149561424795922,1.4910000562667847,2.4600000381469727,-2.8776121139526367,1.5
1766149561925295379,1.4809999465942383,2.4830000400543213,-2.8797929286956787,1.5
1766149562425074155,1.5449999570846558,2.3959999084472656,-2.881974935531616,1.5
1766149562926182575,1.5509999990463257,2.388000011444092,-2.8841569423675537,1.5
1766149563425136019,1.5499999523162842,2.385999917984009,-2.8808839321136475,1.5
1766149563926518434,1.5529999732971191,2.4040000438690186,-2.883065938949585,1.5
1766149564424813266,1.5579999685287476,2.4100000858306885,-2.885246992111206,1.5
1766149564925290642,1.5529999732971191,2.4189999103546143,-2.885246992111206,1.5
1766149565424831325,1.5679999589920044,2.384000062942505,-2.8808839321136475,1.5
1766149565925334895,1.6059999465942383,2.318000078201294,-2.885246992111206,1.5
1766149566425116534,1.6480000019073486,2.253999948501587,-2.8885200023651123,1.5
1766149566926091467,1.7089999914169312,2.1519999504089355,-2.8874289989471436,1.5
1766149567425399763,1.6890000104904175,2.187000036239624,-2.886337995529175,1.5
1766149567925016790,1.656000018119812,2.246000051498413,-2.883065938949585,1.5
1766149568425416710,1.6269999742507935,2.2839999198913574,-2.889611005783081,1.5
1766149568925186585,1.6200000047683716,2.2639999389648438,-2.89070200920105,1.5
1766149569425924281,1.6410000324249268,2.234999895095825,-2.891792058944702,1.100000023841858
1766149569924918772,1.6699999570846558,2.2170000076293945,-2.889611005783081,1.100000023841858
1766149570426911090,1.6469999551773071,2.255000114440918,-2.8874289989471436,1.100000023841858
1766149570925098475,1.6100000143051147,2.319000005722046,-2.892883062362671,1.100000023841858
1766149571425210750,1.5789999961853027,2.3519999980926514,-2.8950650691986084,1.100000023841858
1766149571925369555,1.5700000524520874,2.384000062942505,-2.891792058944702,1.5
1766149572426170974,1.562999963760376,2.4000000953674316,-2.889611005783081,1.5
1766149572925907567,1.5579999685287476,2.427999973297119,-2.892883062362671,1.5
1766149573426375720,1.5429999828338623,2.444999933242798,-2.892883062362671,1.5
1766149573925229997,1.5490000247955322,2.4260001182556152,-2.891792058944702,1.5
1766149574426519591,1.5640000104904175,2.4040000438690186,-2.8885200023651123,1.5
1766149574925822464,1.5720000267028809,2.3949999809265137,-2.889611005783081,1.5
1766149575425644134,1.5720000267028809,2.3929998874664307,-2.892883062362671,1.5
1766149575925289579,1.590999960899353,2.369999885559082,-2.8939740657806396,1.5
1766149576426063482,1.5729999542236328,2.4070000648498535,-2.89070200920105,1.5
1766149576926290868,1.5800000429153442,2.4089999198913574,-2.8874289989471436,1.5
1766149577425565066,1.5880000591278076,2.385999917984009,-2.889611005783081,1.5
1766149577928063918,1.5820000171661377,2.368000030517578,-2.892883062362671,1.5
1766149578426411598,1.5839999914169312,2.364000082015991,-2.892883062362671,1.5
1766149578925557387,1.590000033378601,2.378999948501587,-2.892883062362671,1.5
1766149579426203986,1.5870000123977661,2.384000062942505,-2.8939740657806396,1.5
1766149579928095984,1.5859999656677246,2.381999969482422,-2.8950650691986084,1.5
1766149580425666033,1.5820000171661377,2.375,-2.897247076034546,1.5
1766149580926042906,1.5729999542236328,2.384999990463257,-2.896156072616577,1.5
1766149581426071393,1.5709999799728394,2.3910000324249268,-2.8950650691986084,1.5
1766149581927312216,1.5770000219345093,2.385999917984009,-2.896156072616577,1.5
