timestamp,value
1766149561384705246,2
1766149561686089689,2
1766149561984443150,2
1766149562282640614,2
1766149562581181723,2
1766149562882478646,2
1766149563182054286,2
1766149563482420268,2
1766149563784503701,2
1766149564085358858,2
1766149564382244292,2
1766149564682245678,2
1766149564982541022,2
1766149565282918520,2
1766149565582949103,2
1766149565881947806,2
1766149566181811334,2
1766149566482704147,2
1766149566783319206,2
1766149567082412148,2
1766149567383126513,2
1766149567680801490,2
1766149567982397809,2
1766149568282487533,2
1766149568582413556,2
1766149568885342307,2
1766149569182497360,1
1766149569483837775,1
1766149569780804248,1
1766149570081775220,1
1766149570386892332,1
1766149570682429686,1
1766149570985253536,1
1766149571281424554,1
1766149571580467413,1
1766149571882712684,2
1766149572185081044,2
1766149572480075127,2
1766149572782826736,2
1766149573084363116,2
1766149573380161683,2
1766149573679955773,2
1766149573981718457,2
1766149574282540639,2
1766149574582576477,2
1766149574880210515,2
1766149575180991596,2
1766149575481369026,2
1766149575779895767,2
1766149576081952207,2
1766149576382759924,2
1766149576680116110,2
1766149576980050533,2
1766149577279888057,2
1766149577579985684,2
1766149577881418450,2
1766149578179910833,2
1766149578479976385,2
1766149578779897640,2
1766149579080362535,2
1766149579379857513,2
1766149579680127719,2
1766149579979892484,2
1766149580282127087,2
1766149580579923090,2
1766149580879830875,2
1766149581179884961,2
1766149581479856878,2
1766149581780067103,2
