timestamp,value
1766149078080870656,1
1766149078383851570,1
1766149078681099388,1
1766149078982981321,1
1766149079283432827,1
1766149079581683581,1
1766149079882266982,1
1766149080182955486,1
1766149080483254872,1
1766149080782893968,1
1766149081083331242,1
1766149081383117883,1
1766149081682900008,1
1766149081982704368,1
1766149082282558947,1
1766149082581872354,1
1766149082882853727,1
1766149083182898822,1
1766149083484038232,1
1766149083783461008,1
1766149084081727040,1
1766149084382230235,1
1766149084681952206,1
1766149084983383117,1
1766149085281628242,1
1766149085581523193,1
1766149085881708118,1
1766149086181686866,1
1766149086481859729,1
1766149086780833185,1
1766149087084582965,1
1766149087383028799,1
1766149087682127386,1
1766149087981932454,1
1766149088281445319,1
1766149088581900483,1
1766149088882024181,1
1766149089183291047,1
1766149089483621123,1
1766149089780955753,1
1766149090083866838,1
1766149090383433294,1
1766149090681911977,1
1766149090980844861,1
1766149091282313008,1
1766149091581245035,1
1766149091884561108,1
1766149092182416591,1
1766149092481961905,1
1766149092783158392,1
1766149093082427839,1
1766149093383524165,1
1766149093682511120,1
1766149093982045723,1
1766149094283357758,1
1766149094582281344,1
1766149094883903715,1
1766149095183080606,1
1766149095483522456,1
1766149095783394126,1
1766149096083279026,1
1766149096381395858,1
1766149096682421473,1
1766149096980795297,1
1766149097283570908,1
1766149097583081509,1
1766149097882504360,1
1766149098183046055,1
1766149098481978323,1
1766149098781974337,1
1766149099082682421,1
1766149099380896050,1
1766149099682614762,1
1766149099981721924,1
1766149100282357893,1
