timestamp,value
1766144137509816574,2
1766144137809731442,2
1766144138109702582,2
1766144138409697756,2
1766144138709708575,2
1766144139010402520,2
1766144139310642614,2
1766144139609829424,2
1766144139912600346,2
1766144140209890007,2
1766144140510579160,2
1766144140809978182,2
1766144141110080701,2
1766144141409662797,2
1766144141710040204,2
1766144142012305912,2
1766144142310659086,2
1766144142609792807,2
1766144142909639177,2
1766144143210385855,2
1766144143509905188,2
1766144143810492029,2
1766144144110023216,2
1766144144410049586,2
1766144144711426787,2
1766144145010259802,2
1766144145310235188,2
1766144145610588592,2
1766144145910081186,2
1766144146210127483,2
1766144146509998950,2
1766144146810490729,2
1766144147109905340,2
1766144147409655809,2
1766144147709587501,2
1766144148010486983,2
1766144148310159248,2
1766144148609669838,2
1766144148910174120,2
1766144149210025129,2
1766144149509884120,2
1766144149809774831,2
1766144150109972988,2
1766144150412317527,2
1766144150709993872,2
1766144151010450542,2
1766144151309690822,2
1766144151609688148,2
1766144151910210634,2
1766144152209849085,2
1766144152509871993,2
1766144152809890468,2
1766144153109781500,2
1766144153409766224,2
1766144153710109654,2
1766144154009596758,2
1766144154310253751,2
1766144154609746777,2
1766144154909911645,2
1766144155210067436,2
1766144155510032073,2
1766144155809816989,2
1766144156109777838,2
1766144156410237543,2
1766144156709750555,2
1766144157010737191,2
1766144157310880847,2
